avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
7.94,7.42206,"Adventure,Fantasy,Fighting,Horror,Medieval,Miniatures,Zombies",Thematic,"Crowdfunding: Kickstarter,Zombicide",7.422,176189,6,180,"Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers",10,1,60,5215,180,Zombicide: Black Plague,boardgame,5215,2015
7.56,7.41553,"Farming,Medieval",Strategy,Village,7.416,104006,4,90,"Set Collection,Worker Placement",12,2,60,14086,90,Village,boardgame,14086,2011
7.66,7.41136,"Trains,Transportation,Travel",Family,"Country: Denmark,Country: Finland,Country: Norway,Country: Sweden,Ticket to Ride",7.411,31627,3,60,"Card Drafting,Hand Management,Route/Network Building,Set Collection",8,2,30,8165,60,Ticket to Ride: Nordic Countries,boardgame,8165,2007
7.67,7.40818,Abstract Strategy,Abstract,"3M Bookshelf Series,Combinatorial,Ravensburger Traveller Series",7.408,188,2,180,Area Enclosure,8,2,30,11680,180,Go,boardgame,11680,-2200
7.61,7.40745,Card Game,Strategy,"Asian Theme,Climbing Games,Hong Kong,Shedding Games,Traditional Card Games,Z-Man / Filosofia deluxe card game series",7.407,215,4,60,"Betting/Wagering,Hand Management,Partnerships,Trick-taking",10,4,60,10704,60,Tichu,boardgame,10704,1991
7.81,7.40607,"Card Game,Fantasy,Fighting",Customizable,Mage Wars,7.406,101721,2,90,"Dice Rolling,Grid Movement,Simultaneous Action Selection,Variable Player Powers",13,2,90,6102,90,Mage Wars Arena,boardgame,6102,2012
7.58,7.39715,"Ancient,Card Game,City Building,Civilization",Strategy,"Ancient Rome,Country: Egypt,Country: Japan,Solitaire Games,Tableau Building",7.397,154203,4,90,"Card Drafting,Hand Management,Take That,Variable Player Powers",10,1,45,12822,90,Imperial Settlers,boardgame,12822,2014
7.82,7.39075,"Deduction,Fighting,Nautical,Real-time,Wargame","Party, Thematic",,7.391,171131,8,60,"Grid Movement,Line Drawing,Partnerships,Role Playing,Secret Unit Deployment,Simultaneous Action Selection",14,2,45,4781,60,Captain Sonar,boardgame,4781,2016
7.53,7.39065,"Miniatures,Wargame,World War II",Wargames,"Commands & Colors,Memoir '44",7.391,10630,6,60,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hand Management,Modular Board,Simulation",8,2,30,19691,60,Memoir '44,boardgame,19691,2004
7.63,7.38971,"Card Game,Comic Book / Strip",Thematic,"Comics: Marvel Universe,Legendary,Solitaire Games,Superheroes",7.390,129437,5,45,"Co-operative Play,Deck / Pool Building",14,1,45,13006,45,Legendary: A Marvel Deck Building Game,boardgame,13006,2012
7.48,7.38746,"Trains,Travel",Family,"Country: USA,Ticket to Ride",7.387,9209,5,60,"Hand Management,Route/Network Building,Set Collection",8,2,30,49417,60,Ticket to Ride,boardgame,49417,2004
7.83,7.37844,"Ancient,Political,Wargame",Wargames,"Ancient Rome,Continent: Africa,Valley Games Tactics Line",7.378,234,2,200,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation",12,2,40,4334,200,Hannibal: Rome vs. Carthage,boardgame,4334,1996
7.58,7.37485,"Economic,Medieval,Territory Building",Strategy,"Asian Theme,Country: Japan,Samurai",7.375,20551,5,150,"Action / Movement Programming,Area Control / Area Influence,Area Movement,Auction/Bidding,Simultaneous Action Selection,Variable Phase Order",12,3,150,10605,150,Shogun,boardgame,10605,2006
7.59,7.37205,"American West,Racing",Strategy,"Solitaire Games,Tableau Building",7.372,140620,5,120,"Card Drafting,Deck / Pool Building,Hand Management,Point to Point Movement,Worker Placement",14,1,120,8914,120,Lewis & Clark,boardgame,8914,2013
7.62,7.37169,"Card Game,Fantasy,Fighting","Customizable, Strategy",Summoner Wars,7.372,93260,4,30,"Dice Rolling,Grid Movement,Hand Management,Variable Player Powers",9,2,30,8800,30,Summoner Wars: Master Set,boardgame,8800,2011
7.48,7.37169,"Humor,Real-time,Science Fiction,Space Exploration,Transportation",Thematic,,7.372,31481,4,60,"Dice Rolling,Tile Placement",10,2,60,21135,60,Galaxy Trucker,boardgame,21135,2007
7.58,7.36511,"Animals,Fantasy,Humor","Strategy, Thematic","Dungeon Lords,Monsters",7.365,97207,4,90,"Auction/Bidding,Hand Management,Worker Placement",13,2,90,8859,90,Dungeon Petz,boardgame,8859,2011
7.93,7.36362,"Dice,Fantasy,Miniatures,Wargame",Wargames,"BattleLore,BattleLore (Second Edition),Commands & Colors,Monsters,The Realms of Terrinoth",7.364,146439,2,90,"Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",14,2,45,3654,90,BattleLore (Second Edition),boardgame,3654,2013
7.58,7.36337,"Civilization,Exploration,Renaissance,Video Game Theme",Strategy,"Age of Discovery,Colonial Theme,Country: Costa Rica,Glenn Drover's Empires Series",7.363,22545,5,120,"Area Control / Area Influence,Set Collection,Worker Placement",10,2,90,8946,120,Age of Empires III: The Age of Discovery,boardgame,8946,2007
7.63,7.36132,"Economic,Fighting,Nautical,Political",Strategy,Rondel Series,7.361,24181,6,180,"Area Control / Area Influence,Area Movement,Stock Holding",13,2,120,7249,180,Imperial,boardgame,7249,2006
7.53,7.35409,"Electronic,Real-time,Science Fiction,Space Exploration",Thematic,"CD Board Games,Solitaire Games",7.354,38453,5,30,"Action / Movement Programming,Area Movement,Co-operative Play,Hand Management,Simultaneous Action Selection",12,1,30,12009,30,Space Alert,boardgame,12009,2008
7.47,7.3529,"Ancient,Mythology",Strategy,"Alea Big Box,Country: Egypt,Ra",7.353,12,5,60,"Auction/Bidding,Press Your Luck,Set Collection",12,2,45,15601,60,Ra,boardgame,15601,1999
7.68,7.35154,Abstract Strategy,Abstract,"Combinatorial,GIPF Project,Mensa Select",7.352,7854,2,60,"Grid Movement,Pattern Building",9,2,30,5456,60,YINSH,boardgame,5456,2003
7.54,7.35106,"Ancient,City Building,Civilization,Fighting,Miniatures,Mythology,Nautical",Strategy,"Country: Greece,Cyclades,Islands: Cyclades",7.351,54998,5,90,"Area Control / Area Influence,Area Movement,Auction/Bidding,Card Drafting,Dice Rolling,Set Collection,Variable Phase Order",13,2,60,12416,90,Cyclades,boardgame,12416,2009
7.69,7.35085,"Adventure,Fantasy,Fighting,Wargame","Strategy, Thematic","4X games,Fantasy Flight Big Box,The Realms of Terrinoth",7.351,59294,4,180,"Area Control / Area Influence,Area Movement,Auction/Bidding,Modular Board,Simultaneous Action Selection,Variable Player Powers",14,2,180,6540,180,Runewars,boardgame,6540,2010
7.67,7.34636,"Adventure,Book,City Building,Economic,Exploration,Fantasy,Farming,Negotiation","Strategy, Thematic","Arzium Setting,Crowdfunding: Kickstarter",7.346,172818,4,90,"Action Point Allowance System,Card Drafting,Deck / Pool Building,Dice Rolling,Set Collection,Storytelling,Trading",13,2,90,6089,90,Above and Below,boardgame,6089,2015
7.52,7.34011,"Deduction,Murder/Mystery,Party Game","Family, Thematic","Ghosts,Mysterium",7.340,181304,7,42,"Co-operative Play,Hand Management,Pattern Recognition",10,2,42,13141,42,Mysterium,boardgame,13141,2015
7.60,7.33655,Dice,Strategy,"Alea Big Box,Country: French Polynesia,Oceanian Theme,Tropical theme",7.337,127060,4,120,"Dice Rolling,Set Collection,Worker Placement",12,2,60,6655,120,Bora Bora,boardgame,6655,2013
7.44,7.33512,"City Building,Medieval,Territory Building",Family,"Carcassonne,Country: France",7.335,822,5,45,"Area Control / Area Influence,Tile Placement",8,2,30,68720,45,Carcassonne,boardgame,68720,2000
7.50,7.33328,"Ancient,Card Game,City Building,Economic",Strategy,"Ancient Rome,Cities: Rome,Crowdfunding: Kickstarter,Tableau Building",7.333,19857,5,60,"Card Drafting,Hand Management,Set Collection,Variable Phase Order",12,2,60,11001,60,Glory to Rome,boardgame,11001,2005
7.77,7.32775,Economic,Strategy,Cities: Vienna,7.328,182874,4,120,"Dice Rolling,Set Collection",12,2,60,4196,120,Grand Austria Hotel,boardgame,4196,2015
7.62,7.32653,"Arabian,Card Game",Strategy,"Continent: Africa,Desert Theme,Kosmos two-player series",7.327,118048,2,60,"Modular Board,Set Collection,Worker Placement",12,2,60,6237,60,Targi,boardgame,6237,2012
7.49,7.326,"Dice,Science Fiction",Strategy,"Aliens,Crowdfunding: Kickstarter,Crowdfunding: ulule",7.326,48726,4,90,"Area Control / Area Influence,Card Drafting,Dice Rolling,Worker Placement",13,2,90,11487,90,Alien Frontiers,boardgame,11487,2010
7.52,7.3164,"Humor,Party Game",Party,Dixit,7.316,92828,12,30,"Partnerships,Simultaneous Action Selection,Storytelling,Voting",8,3,30,10192,30,Dixit Odyssey,boardgame,10192,2011
7.46,7.31614,"Card Game,Dice,Fantasy",Strategy,Kingdom of Xidit,7.316,108745,4,60,"Card Drafting,Dice Rolling,Hand Management,Take That",14,2,60,14287,60,Seasons,boardgame,14287,2012
8.06,7.31556,"Civil War,Renaissance,Wargame",Wargames,"Asian Theme,Block wargames,Country: Japan",7.316,25021,2,180,"Hand Management,Point to Point Movement,Secret Unit Deployment",12,2,180,2383,180,Sekigahara: The Unification of Japan,boardgame,2383,2011
7.93,7.31294,"Negotiation,Political,Religious,Renaissance,Wargame",Wargames,"Cities: Ravenna (Italy),Country: England,Country: France,Country: Holy Roman Empire,Country: Italy,Country: Spain,Country: Turkey",7.313,17392,6,360,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Point to Point Movement,Variable Player Powers",12,2,180,2932,360,Here I Stand,boardgame,2932,2006
7.42,7.31257,"Bluffing,Deduction,Negotiation,Party Game,Science Fiction,Spies/Secret Agents",Party,"Dystopian Universe,Postcard Box Games,Werewolf / Mafia",7.313,41114,10,30,"Partnerships,Simultaneous Action Selection,Voting",13,5,30,26236,30,The Resistance,boardgame,26236,2009
7.59,7.31117,"Economic,Exploration,Nautical,Renaissance",Strategy,"Colonial Theme,Country: Portugal,Rondel Series",7.311,66589,5,90,Area Movement,12,2,60,6219,90,Navegador,boardgame,6219,2010
7.52,7.30547,"Economic,Territory Building","Family, Strategy",Country: Scotland,7.305,176494,5,50,"Auction/Bidding,Set Collection,Tile Placement",8,2,30,9165,50,Isle of Skye: From Chieftain to King,boardgame,9165,2015
7.50,7.30313,"City Building,Civilization,Exploration,Negotiation,Video Game Theme",Strategy,"4X games,Civilization",7.303,77130,4,240,"Card Drafting,Deck / Pool Building,Grid Movement,Hand Management,Modular Board,Rock-Paper-Scissors,Simultaneous Action Selection,Trading,Variable Player Powers",13,2,120,11550,240,Sid Meier's Civilization: The Board Game,boardgame,11550,2010
7.70,7.3031,"Adventure,Deduction,Fighting,Horror,Novel-based",Thematic,Vampires,7.303,181279,5,180,"Partnerships,Point to Point Movement,Secret Unit Deployment,Variable Player Powers",14,2,120,4952,180,Fury of Dracula (third edition),boardgame,4952,2015
7.56,7.30126,Political,Strategy,"Country: USA,Political: Elections",7.301,27708,2,90,"Area Control / Area Influence,Campaign / Battle Card Driven,Hand Management",12,2,90,7021,90,1960: The Making of the President,boardgame,7021,2007
8.13,7.29978,"Economic,Industry / Manufacturing",Strategy,"Country: Austria,Country: Canada,Country: Finland,Country: Germany,Country: Greece,Country: Ireland,Country: Italy,Country: Mexico,Country: Norway,Country: Poland,Country: Portugal,Country: Romania,Country: Russia,Country: Spain,Country: Sweden,Country: Turkey,Country: Ukraine,Country: United Kingdom,Country: USA,Power Grid",7.300,155873,6,120,"Auction/Bidding,Route/Network Building",12,2,120,2145,120,Power Grid Deluxe: Europe/North America,boardgame,2145,2014
8.19,7.29961,Medical,Strategy,"Country: Portugal,Country: Spain,Pandemic",7.300,198928,5,45,"Action Point Allowance System,Co-operative Play,Hand Management,Point to Point Movement,Set Collection,Variable Player Powers",8,2,45,2110,45,Pandemic Iberia,boardgame,2110,2016
7.44,7.2991,"Card Game,Collectible Components,Fantasy,Fighting",Customizable,"Animals: Unicorns,CCGs (Collectible Card Games),Mensa Select",7.299,463,2,20,"Hand Management,Player Elimination",13,2,20,23360,20,Magic: The Gathering,boardgame,23360,1993
7.81,7.29658,"Economic,Trains,Transportation",Strategy,"18xx,Country: USA",7.297,421,7,360,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",14,2,180,3407,360,1830: Railways & Robber Barons,boardgame,3407,1986
7.50,7.295,"Animals,Farming",Strategy,"Agricola,Animals: Cattle,Animals: Horses,Animals: Pigs,Animals: Sheep,Lookout Games Fur Zwei Spieler Series",7.295,119890,2,30,"Area Enclosure,Tile Placement,Worker Placement",13,2,30,9271,30,Agricola: All Creatures Big and Small,boardgame,9271,2012
7.74,7.29451,"Economic,Fighting,Nautical,Political",Strategy,Rondel Series,7.295,54138,6,120,"Area Control / Area Influence,Area Movement,Stock Holding",12,2,120,4103,120,Imperial 2030,boardgame,4103,2009
8.08,7.28949,"Bluffing,Deduction,Horror,Mature / Adult,Science Fiction,Zombies",Thematic,Crossroads Series,7.289,193037,5,120,"Action Point Allowance System,Area Movement,Co-operative Play,Dice Rolling,Hand Management,Storytelling,Variable Player Powers,Voting",14,2,60,2545,120,Dead of Winter: The Long Night,boardgame,2545,2016
7.69,7.28255,Card Game,Family,,7.283,192291,8,20,"Card Drafting,Hand Management,Set Collection,Simultaneous Action Selection",8,2,20,4708,20,Sushi Go Party!,boardgame,4708,2016
7.44,7.27987,"Abstract Strategy,Medieval",Strategy,"Asian Theme,Country: Japan,Knizia tile-laying trilogy,Samurai",7.280,3,4,60,"Area Control / Area Influence,Hand Management,Set Collection,Tile Placement",10,2,30,12161,60,Samurai,boardgame,12161,1998
7.66,7.27985,"Economic,Negotiation,Political",Strategy,"Country: Germany,Valley Games Classic Line",7.280,1,5,240,"Area Control / Area Influence,Auction/Bidding,Dice Rolling,Hand Management,Simultaneous Action Selection",14,3,240,4530,240,Die Macher,boardgame,4530,1986
8.86,7.27692,"Adventure,Fantasy,Horror,Mature / Adult,Miniatures,Mythology",Thematic,"Campaign Games,Crowdfunding: Kickstarter,Kingdom Death,Solitaire Games",7.277,55690,6,180,"Co-operative Play,Dice Rolling,Grid Movement,Role Playing,Storytelling",17,1,60,2060,180,Kingdom Death: Monster,boardgame,2060,2015
7.46,7.27514,"Economic,Fantasy,Fighting,Humor",Strategy,Dungeon Lords,7.275,45315,4,90,"Action / Movement Programming,Hand Management,Simultaneous Action Selection,Tile Placement,Worker Placement",12,2,90,10863,90,Dungeon Lords,boardgame,10863,2009
8.27,7.27496,"Economic,Science Fiction",Strategy,"Crowdfunding: Kickstarter,Solitaire Games,Time Travel",7.275,185343,4,150,"Variable Player Powers,Worker Placement",15,1,45,1928,150,Anachrony,boardgame,1928,2017
7.61,7.27345,"Horror,Adventure,Fantasy,Fighting,Miniatures",Thematic,,7.273,36932,2,45,"Dice Rolling,Modular Board,Variable Player Powers",14,2,45,5700,45,Claustrophobia,boardgame,5700,2009
7.35,7.27012,"Fantasy,Fighting,Territory Building","Family, Strategy",Small World,7.270,40692,5,80,"Area Movement,Dice Rolling,Variable Player Powers",8,2,40,44217,80,Small World,boardgame,44217,2009
7.42,7.26715,"Ancient,Card Game,Deduction",Strategy,Schotten-Totten,7.267,760,2,30,"Hand Management,Set Collection",12,2,30,12398,30,Battle Line,boardgame,12398,2000
7.84,7.2644,"Adventure,Exploration,Fighting,Miniatures,Science Fiction,Space Exploration,Transportation","Strategy, Thematic","Crowdfunding: Kickstarter,Crowdfunding: Verkami",7.264,82222,5,180,"Action Point Allowance System,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver,Roll / Spin and Move,Tile Placement,Variable Player Powers",12,3,60,3503,180,Xia: Legends of a Drift System,boardgame,3503,2014
7.87,7.26211,"Collectible Components,Expansion for Base-game,Fantasy,Fighting,Miniatures,Sports",Thematic,"Blood Bowl,Campaign Games,Fantasy Sports,Games Workshop Specialist Games,Warhammer Fantasy Board Games",7.262,15985,2,120,"Dice Rolling,Grid Movement,Variable Player Powers",12,2,120,3029,120,Blood Bowl: Living Rulebook,boardgame,3029,2004
7.98,7.262,"Collectible Components,Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame","Thematic, Wargames","Components: Miniatures,Star Wars,Star Wars: Armada",7.262,163745,2,120,"Action / Movement Programming,Dice Rolling,Variable Player Powers",14,2,120,2823,120,Star Wars: Armada,boardgame,2823,2015
7.49,7.2605,"Bluffing,Deduction,Murder/Mystery,Post-Napoleonic","Strategy, Thematic","Characters: Jack the Ripper,Cities: London,Country: United Kingdom",7.261,59959,6,120,"Memory,Partnerships,Point to Point Movement,Secret Unit Deployment",13,2,120,9236,120,Letters from Whitechapel,boardgame,9236,2011
7.35,7.25994,"Card Game,Humor,Party Game",Party,Dixit,7.260,39856,6,30,"Simultaneous Action Selection,Storytelling,Voting",6,3,30,32032,30,Dixit,boardgame,32032,2008
8.09,7.25781,"Card Game,Fighting",Strategy,"BattleCON,Crowdfunding: Kickstarter,World of Indines",7.258,123123,5,45,"Hand Management,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers",10,1,45,2221,45,BattleCON: Devastation of Indines,boardgame,2221,2013
7.47,7.24915,"Adventure,Dice,Exploration,Fantasy,Fighting,Miniatures",Thematic,"Animals: Mice,Campaign Games,Mice and Mystics,Solitaire Games",7.249,124708,4,120,"Area Movement,Co-operative Play,Dice Rolling,Role Playing,Storytelling,Variable Player Powers",7,1,120,11176,120,Mice and Mystics,boardgame,11176,2012
7.65,7.24664,Science Fiction,"Family, Strategy","Mars,Steampunk",7.247,176920,6,90,"Area Control / Area Influence,Hand Management,Simultaneous Action Selection",14,2,45,4471,90,Mission: Red Planet (Second Edition),boardgame,4471,2015
7.56,7.24601,"Deduction,Party Game,Spies/Secret Agents",Party,Codenames,7.246,198773,8,20,"Memory,Partnerships,Pattern Recognition,Press Your Luck",10,2,10,5803,20,Codenames: Pictures,boardgame,5803,2016
