avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
7.94,7.42129,"Adventure,Fantasy,Fighting,Horror,Medieval,Miniatures,Zombies",Thematic,"Crowdfunding: Kickstarter,Zombicide",7.421,176189,6,180,"Co-operative Play,Dice Rolling,Modular Board,Variable Player Powers",10,1,60,5225,180,Zombicide: Black Plague,boardgame,5234,2015
7.56,7.41539,"Farming,Medieval",Strategy,Village,7.415,104006,4,90,"Set Collection,Worker Placement",12,2,60,14100,90,Village,boardgame,14100,2011
7.67,7.4118,"Trains,Transportation,Travel",Family,"Country: Denmark,Country: Finland,Country: Norway,Country: Sweden,Ticket to Ride",7.412,31627,3,60,"Card Drafting,Hand Management,Route/Network Building,Set Collection",8,2,30,8170,60,Ticket to Ride: Nordic Countries,boardgame,8170,2007
7.67,7.40853,Abstract Strategy,Abstract,"3M Bookshelf Series,Combinatorial,Ravensburger Traveller Series",7.409,188,2,180,Area Enclosure,8,2,30,11682,180,Go,boardgame,11682,-2200
7.61,7.40764,Card Game,Strategy,"Asian Theme,Climbing Games,Hong Kong,Shedding Games,Traditional Card Games,Z-Man / Filosofia deluxe card game series",7.408,215,4,60,"Betting/Wagering,Hand Management,Partnerships,Trick-taking",10,4,60,10708,60,Tichu,boardgame,10708,1991
7.80,7.40566,"Card Game,Fantasy,Fighting",Customizable,Mage Wars,7.406,101721,2,90,"Dice Rolling,Grid Movement,Simultaneous Action Selection,Variable Player Powers",13,2,90,6105,90,Mage Wars Arena,boardgame,6105,2012
7.58,7.39762,"Ancient,Card Game,City Building,Civilization",Strategy,"Ancient Rome,Country: Egypt,Country: Japan,Solitaire Games,Tableau Building",7.398,154203,4,90,"Card Drafting,Hand Management,Take That,Variable Player Powers",10,1,45,12842,90,Imperial Settlers,boardgame,12842,2014
7.82,7.39183,"Deduction,Fighting,Nautical,Real-time,Wargame","Party, Thematic",,7.392,171131,8,60,"Grid Movement,Line Drawing,Partnerships,Role Playing,Secret Unit Deployment,Simultaneous Action Selection",14,2,45,4804,60,Captain Sonar,boardgame,4804,2016
7.53,7.39091,"Miniatures,Wargame,World War II",Wargames,"Commands & Colors,Memoir '44",7.391,10630,6,60,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Hand Management,Modular Board,Simulation",8,2,30,19703,60,Memoir '44,boardgame,19703,2004
7.63,7.39011,"Card Game,Comic Book / Strip",Thematic,"Comics: Marvel Universe,Legendary,Solitaire Games,Superheroes",7.390,129437,5,45,"Co-operative Play,Deck / Pool Building",14,1,45,13027,45,Legendary: A Marvel Deck Building Game,boardgame,13027,2012
7.48,7.38743,"Trains,Travel",Family,"Country: USA,Ticket to Ride",7.387,9209,5,60,"Hand Management,Route/Network Building,Set Collection",8,2,30,49454,60,Ticket to Ride,boardgame,49454,2004
7.83,7.37824,"Ancient,Political,Wargame",Wargames,"Ancient Rome,Continent: Africa,Valley Games Tactics Line",7.378,234,2,200,"Area Control / Area Influence,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation",12,2,40,4335,200,Hannibal: Rome vs. Carthage,boardgame,4335,1996
7.58,7.37509,"Economic,Medieval,Territory Building",Strategy,"Asian Theme,Country: Japan,Samurai",7.375,20551,5,150,"Action / Movement Programming,Area Control / Area Influence,Area Movement,Auction/Bidding,Simultaneous Action Selection,Variable Phase Order",12,3,150,10611,150,Shogun,boardgame,10611,2006
7.59,7.37224,"American West,Racing",Strategy,"Solitaire Games,Tableau Building",7.372,140620,5,120,"Card Drafting,Deck / Pool Building,Hand Management,Point to Point Movement,Worker Placement",14,1,120,8921,120,Lewis & Clark,boardgame,8921,2013
7.48,7.37168,"Humor,Real-time,Science Fiction,Space Exploration,Transportation",Thematic,,7.372,31481,4,60,"Dice Rolling,Tile Placement",10,2,60,21147,60,Galaxy Trucker,boardgame,21147,2007
7.62,7.37144,"Card Game,Fantasy,Fighting","Customizable, Strategy",Summoner Wars,7.371,93260,4,30,"Dice Rolling,Grid Movement,Hand Management,Variable Player Powers",9,2,30,8806,30,Summoner Wars: Master Set,boardgame,8806,2011
7.58,7.36544,"Animals,Fantasy,Humor","Strategy, Thematic","Dungeon Lords,Monsters",7.365,97207,4,90,"Auction/Bidding,Hand Management,Worker Placement",13,2,90,8862,90,Dungeon Petz,boardgame,8862,2011
7.93,7.36365,"Dice,Fantasy,Miniatures,Wargame",Wargames,"BattleLore,BattleLore (Second Edition),Commands & Colors,Monsters,The Realms of Terrinoth",7.364,146439,2,90,"Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers",14,2,45,3658,90,BattleLore (Second Edition),boardgame,3658,2013
7.58,7.36345,"Civilization,Exploration,Renaissance,Video Game Theme",Strategy,"Age of Discovery,Colonial Theme,Country: Costa Rica,Glenn Drover's Empires Series",7.363,22545,5,120,"Area Control / Area Influence,Set Collection,Worker Placement",10,2,90,8946,120,Age of Empires III: The Age of Discovery,boardgame,8946,2007
7.63,7.36139,"Economic,Fighting,Nautical,Political",Strategy,Rondel Series,7.361,24181,6,180,"Area Control / Area Influence,Area Movement,Stock Holding",13,2,120,7251,180,Imperial,boardgame,7251,2006
7.53,7.35436,"Electronic,Real-time,Science Fiction,Space Exploration",Thematic,"CD Board Games,Solitaire Games",7.354,38453,5,30,"Action / Movement Programming,Area Movement,Co-operative Play,Hand Management,Simultaneous Action Selection",12,1,30,12017,30,Space Alert,boardgame,12017,2008
7.47,7.35311,"Ancient,Mythology",Strategy,"Alea Big Box,Country: Egypt,Ra",7.353,12,5,60,"Auction/Bidding,Press Your Luck,Set Collection",12,2,45,15604,60,Ra,boardgame,15604,1999
7.68,7.35192,Abstract Strategy,Abstract,"Combinatorial,GIPF Project,Mensa Select",7.352,7854,2,60,"Grid Movement,Pattern Building",9,2,30,5458,60,YINSH,boardgame,5458,2003
7.54,7.35148,"Ancient,City Building,Civilization,Fighting,Miniatures,Mythology,Nautical",Strategy,"Country: Greece,Cyclades,Islands: Cyclades",7.351,54998,5,90,"Area Control / Area Influence,Area Movement,Auction/Bidding,Card Drafting,Dice Rolling,Set Collection,Variable Phase Order",13,2,60,12432,90,Cyclades,boardgame,12432,2009
7.69,7.3511,"Adventure,Fantasy,Fighting,Wargame","Strategy, Thematic","4X games,Fantasy Flight Big Box,The Realms of Terrinoth",7.351,59294,4,180,"Area Control / Area Influence,Area Movement,Auction/Bidding,Modular Board,Simultaneous Action Selection,Variable Player Powers",14,2,180,6543,180,Runewars,boardgame,6543,2010
7.67,7.34547,"Adventure,Book,City Building,Economic,Exploration,Fantasy,Farming,Negotiation","Strategy, Thematic","Arzium Setting,Crowdfunding: Kickstarter",7.345,172818,4,90,"Action Point Allowance System,Card Drafting,Deck / Pool Building,Dice Rolling,Set Collection,Storytelling,Trading",13,2,90,6115,90,Above and Below,boardgame,6115,2015
7.52,7.34008,"Deduction,Murder/Mystery,Party Game","Family, Thematic","Ghosts,Mysterium",7.340,181304,7,42,"Co-operative Play,Hand Management,Pattern Recognition",10,2,42,13175,42,Mysterium,boardgame,13175,2015
7.60,7.33696,Dice,Strategy,"Alea Big Box,Country: French Polynesia,Oceanian Theme,Tropical theme",7.337,127060,4,120,"Dice Rolling,Set Collection,Worker Placement",12,2,60,6658,120,Bora Bora,boardgame,6658,2013
7.44,7.33516,"City Building,Medieval,Territory Building",Family,"Carcassonne,Country: France",7.335,822,5,45,"Area Control / Area Influence,Tile Placement",8,2,30,68780,45,Carcassonne,boardgame,68780,2000
7.50,7.33328,"Ancient,Card Game,City Building,Economic",Strategy,"Ancient Rome,Cities: Rome,Crowdfunding: Kickstarter,Tableau Building",7.333,19857,5,60,"Card Drafting,Hand Management,Set Collection,Variable Phase Order",12,2,60,11003,60,Glory to Rome,boardgame,11003,2005
7.77,7.32933,Economic,Strategy,Cities: Vienna,7.329,182874,4,120,"Dice Rolling,Set Collection",12,2,60,4205,120,Grand Austria Hotel,boardgame,4205,2015
7.62,7.32677,"Arabian,Card Game",Strategy,"Continent: Africa,Desert Theme,Kosmos two-player series",7.327,118048,2,60,"Modular Board,Set Collection,Worker Placement",12,2,60,6244,60,Targi,boardgame,6244,2012
7.49,7.32584,"Dice,Science Fiction",Strategy,"Aliens,Crowdfunding: Kickstarter,Crowdfunding: ulule",7.326,48726,4,90,"Area Control / Area Influence,Card Drafting,Dice Rolling,Worker Placement",13,2,90,11492,90,Alien Frontiers,boardgame,11492,2010
7.46,7.31652,"Card Game,Dice,Fantasy",Strategy,Kingdom of Xidit,7.317,108745,4,60,"Card Drafting,Dice Rolling,Hand Management,Take That",14,2,60,14296,60,Seasons,boardgame,14296,2012
8.06,7.31645,"Civil War,Renaissance,Wargame",Wargames,"Asian Theme,Block wargames,Country: Japan",7.316,25021,2,180,"Hand Management,Point to Point Movement,Secret Unit Deployment",12,2,180,2385,180,Sekigahara: The Unification of Japan,boardgame,2385,2011
7.52,7.31605,"Humor,Party Game",Party,Dixit,7.316,92828,12,30,"Partnerships,Simultaneous Action Selection,Storytelling,Voting",8,3,30,10201,30,Dixit Odyssey,boardgame,10201,2011
7.93,7.31294,"Negotiation,Political,Religious,Renaissance,Wargame",Wargames,"Cities: Ravenna (Italy),Country: England,Country: France,Country: Holy Roman Empire,Country: Italy,Country: Spain,Country: Turkey",7.313,17392,6,360,"Campaign / Battle Card Driven,Dice Rolling,Hand Management,Point to Point Movement,Variable Player Powers",12,2,180,2932,360,Here I Stand,boardgame,2932,2006
7.42,7.31232,"Bluffing,Deduction,Negotiation,Party Game,Science Fiction,Spies/Secret Agents",Party,"Dystopian Universe,Postcard Box Games,Werewolf / Mafia",7.312,41114,10,30,"Partnerships,Simultaneous Action Selection,Voting",13,5,30,26260,30,The Resistance,boardgame,26260,2009
7.59,7.31197,"Economic,Exploration,Nautical,Renaissance",Strategy,"Colonial Theme,Country: Portugal,Rondel Series",7.312,66589,5,90,Area Movement,12,2,60,6226,90,Navegador,boardgame,6226,2010
7.52,7.30641,"Economic,Territory Building","Family, Strategy",Country: Scotland,7.306,176494,5,50,"Auction/Bidding,Set Collection,Tile Placement",8,2,30,9189,50,Isle of Skye: From Chieftain to King,boardgame,9189,2015
7.50,7.30293,"City Building,Civilization,Exploration,Negotiation,Video Game Theme",Strategy,"4X games,Civilization",7.303,77130,4,240,"Card Drafting,Deck / Pool Building,Grid Movement,Hand Management,Modular Board,Rock-Paper-Scissors,Simultaneous Action Selection,Trading,Variable Player Powers",13,2,120,11555,240,Sid Meier's Civilization: The Board Game,boardgame,11555,2010
7.70,7.30255,"Adventure,Deduction,Fighting,Horror,Novel-based",Thematic,Vampires,7.303,181279,5,180,"Partnerships,Point to Point Movement,Secret Unit Deployment,Variable Player Powers",14,2,120,4963,180,Fury of Dracula (third edition),boardgame,4963,2015
7.56,7.30131,Political,Strategy,"Country: USA,Political: Elections",7.301,27708,2,90,"Area Control / Area Influence,Campaign / Battle Card Driven,Hand Management",12,2,90,7024,90,1960: The Making of the President,boardgame,7024,2007
8.13,7.30098,"Economic,Industry / Manufacturing",Strategy,"Country: Austria,Country: Canada,Country: Finland,Country: Germany,Country: Greece,Country: Ireland,Country: Italy,Country: Mexico,Country: Norway,Country: Poland,Country: Portugal,Country: Romania,Country: Russia,Country: Spain,Country: Sweden,Country: Turkey,Country: Ukraine,Country: United Kingdom,Country: USA,Power Grid",7.301,155873,6,120,"Auction/Bidding,Route/Network Building",12,2,120,2149,120,Power Grid Deluxe: Europe/North America,boardgame,2149,2014
8.18,7.30047,Medical,Strategy,"Country: Portugal,Country: Spain,Pandemic",7.300,198928,5,45,"Action Point Allowance System,Co-operative Play,Hand Management,Point to Point Movement,Set Collection,Variable Player Powers",8,2,45,2121,45,Pandemic Iberia,boardgame,2121,2016
7.44,7.2992,"Card Game,Collectible Components,Fantasy,Fighting",Customizable,"Animals: Unicorns,CCGs (Collectible Card Games),Mensa Select",7.299,463,2,20,"Hand Management,Player Elimination",13,2,20,23375,20,Magic: The Gathering,boardgame,23375,1993
7.81,7.2969,"Economic,Trains,Transportation",Strategy,"18xx,Country: USA",7.297,421,7,360,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",14,2,180,3407,360,1830: Railways & Robber Barons,boardgame,3407,1986
7.74,7.29526,"Economic,Fighting,Nautical,Political",Strategy,Rondel Series,7.295,54138,6,120,"Area Control / Area Influence,Area Movement,Stock Holding",12,2,120,4106,120,Imperial 2030,boardgame,4106,2009
7.50,7.29472,"Animals,Farming",Strategy,"Agricola,Animals: Cattle,Animals: Horses,Animals: Pigs,Animals: Sheep,Lookout Games Fur Zwei Spieler Series",7.295,119890,2,30,"Area Enclosure,Tile Placement,Worker Placement",13,2,30,9276,30,Agricola: All Creatures Big and Small,boardgame,9276,2012
8.08,7.29046,"Bluffing,Deduction,Horror,Mature / Adult,Science Fiction,Zombies",Thematic,Crossroads Series,7.290,193037,5,120,"Action Point Allowance System,Area Movement,Co-operative Play,Dice Rolling,Hand Management,Storytelling,Variable Player Powers,Voting",14,2,60,2561,120,Dead of Winter: The Long Night,boardgame,2561,2016
7.70,7.28513,Card Game,Family,,7.285,192291,8,20,"Card Drafting,Hand Management,Set Collection,Simultaneous Action Selection",8,2,20,4735,20,Sushi Go Party!,boardgame,4735,2016
7.44,7.27993,"Abstract Strategy,Medieval",Strategy,"Asian Theme,Country: Japan,Knizia tile-laying trilogy,Samurai",7.280,3,4,60,"Area Control / Area Influence,Hand Management,Set Collection,Tile Placement",10,2,30,12165,60,Samurai,boardgame,12165,1998
7.66,7.27942,"Economic,Negotiation,Political",Strategy,"Country: Germany,Valley Games Classic Line",7.279,1,5,240,"Area Control / Area Influence,Auction/Bidding,Dice Rolling,Hand Management,Simultaneous Action Selection",14,3,240,4531,240,Die Macher,boardgame,4531,1986
8.86,7.27776,"Adventure,Fantasy,Horror,Mature / Adult,Miniatures,Mythology",Thematic,"Campaign Games,Crowdfunding: Kickstarter,Kingdom Death,Solitaire Games",7.278,55690,6,180,"Co-operative Play,Dice Rolling,Grid Movement,Role Playing,Storytelling",17,1,60,2065,180,Kingdom Death: Monster,boardgame,2065,2015
8.27,7.27625,"Economic,Science Fiction",Strategy,"Crowdfunding: Kickstarter,Solitaire Games,Time Travel",7.276,185343,4,150,"Variable Player Powers,Worker Placement",15,1,45,1935,150,Anachrony,boardgame,1935,2017
7.46,7.27566,"Economic,Fantasy,Fighting,Humor",Strategy,Dungeon Lords,7.276,45315,4,90,"Action / Movement Programming,Hand Management,Simultaneous Action Selection,Tile Placement,Worker Placement",12,2,90,10870,90,Dungeon Lords,boardgame,10870,2009
7.61,7.27299,"Horror,Adventure,Fantasy,Fighting,Miniatures",Thematic,,7.273,36932,2,45,"Dice Rolling,Modular Board,Variable Player Powers",14,2,45,5700,45,Claustrophobia,boardgame,5700,2009
7.35,7.27023,"Fantasy,Fighting,Territory Building","Family, Strategy",Small World,7.270,40692,5,80,"Area Movement,Dice Rolling,Variable Player Powers",8,2,40,44264,80,Small World,boardgame,44264,2009
7.42,7.26753,"Ancient,Card Game,Deduction",Strategy,Schotten-Totten,7.268,760,2,30,"Hand Management,Set Collection",12,2,30,12402,30,Battle Line,boardgame,12402,2000
7.84,7.26432,"Adventure,Exploration,Fighting,Miniatures,Science Fiction,Space Exploration,Transportation","Strategy, Thematic","Crowdfunding: Kickstarter,Crowdfunding: Verkami",7.264,82222,5,180,"Action Point Allowance System,Dice Rolling,Grid Movement,Modular Board,Pick-up and Deliver,Roll / Spin and Move,Tile Placement,Variable Player Powers",12,3,60,3513,180,Xia: Legends of a Drift System,boardgame,3513,2014
7.87,7.26405,"Collectible Components,Expansion for Base-game,Fantasy,Fighting,Miniatures,Sports",Thematic,"Blood Bowl,Campaign Games,Fantasy Sports,Games Workshop Specialist Games,Warhammer Fantasy Board Games",7.264,15985,2,120,"Dice Rolling,Grid Movement,Variable Player Powers",12,2,120,3030,120,Blood Bowl: Living Rulebook,boardgame,3030,2004
7.98,7.26243,"Collectible Components,Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame","Thematic, Wargames","Components: Miniatures,Star Wars,Star Wars: Armada",7.262,163745,2,120,"Action / Movement Programming,Dice Rolling,Variable Player Powers",14,2,120,2827,120,Star Wars: Armada,boardgame,2827,2015
7.49,7.26096,"Bluffing,Deduction,Murder/Mystery,Post-Napoleonic","Strategy, Thematic","Characters: Jack the Ripper,Cities: London,Country: United Kingdom",7.261,59959,6,120,"Memory,Partnerships,Point to Point Movement,Secret Unit Deployment",13,2,120,9244,120,Letters from Whitechapel,boardgame,9244,2011
7.35,7.25967,"Card Game,Humor,Party Game",Party,Dixit,7.260,39856,6,30,"Simultaneous Action Selection,Storytelling,Voting",6,3,30,32071,30,Dixit,boardgame,32071,2008
8.09,7.25748,"Card Game,Fighting",Strategy,"BattleCON,Crowdfunding: Kickstarter,World of Indines",7.257,123123,5,45,"Hand Management,Point to Point Movement,Simultaneous Action Selection,Variable Player Powers",10,1,45,2221,45,BattleCON: Devastation of Indines,boardgame,2221,2013
7.47,7.24853,"Adventure,Dice,Exploration,Fantasy,Fighting,Miniatures",Thematic,"Animals: Mice,Campaign Games,Mice and Mystics,Solitaire Games",7.249,124708,4,120,"Area Movement,Co-operative Play,Dice Rolling,Role Playing,Storytelling,Variable Player Powers",7,1,120,11183,120,Mice and Mystics,boardgame,11183,2012
7.56,7.24681,"Deduction,Party Game,Spies/Secret Agents",Party,Codenames,7.247,198773,8,20,"Memory,Partnerships,Pattern Recognition,Press Your Luck",10,2,10,5835,20,Codenames: Pictures,boardgame,5835,2016
7.65,7.2457,Science Fiction,"Family, Strategy","Mars,Steampunk",7.246,176920,6,90,"Area Control / Area Influence,Hand Management,Simultaneous Action Selection",14,2,45,4483,90,Mission: Red Planet (Second Edition),boardgame,4483,2015
