category,geek_rate,classificationtype,minage,avg_rate,family,title,minplayers,playingtime,yearpublished,usersrated,maxplayers,page,itemnumber,bayesaverage,mechanism,num_votes,maxplaytime,type,id,minplaytime
"Animals,Educational,Expansion for Base-game,Fantasy,Fighting,Horror,Science Fiction",5.528,,12,6.55,Tropical theme,Insecta: Rainforest,1,300,1997,31,7,2,95,5.52812,"Co-operative Play,Hex-and-Counter,Role Playing,Simulation,Variable Player Powers",31,300,boardgameexpansion/boargame,4795,90
"Adventure,Collectible Components,Dice,Expansion for Base-game,Fantasy,Fighting",5.516,,12,5.78,CDGs (Collectible Dice Games),Dicemaster: Wilds of Doom,1,60,1996,55,2,2,97,5.51578,,55,60,boardgameexpansion/boargame,4800,60
"Expansion for Base-game,Racing,Sports",5.911,,12,7.52,"Cities: Melbourne,Country: Australia,Country: Japan,Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuits 19 & 20: Suzuka & Melbourne,2,120,1999,246,10,2,99,5.91134,Roll / Spin and Move,246,120,boardgameexpansion/boargame,4937,120
"Expansion for Base-game,Racing,Sports",5.902,,12,7.56,"Cities: Barcelona (Spain),Cities: Buenos Aires (Argentina),Country: Argentina,Country: Spain,Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuits 17 & 18: Buenos-Aires & Barcelona,2,120,1999,232,10,2,100,5.9025,Roll / Spin and Move,232,120,boardgameexpansion/boargame,4938,120
"Expansion for Base-game,Racing,Sports",5.889,,12,7.48,"Country: Brazil,Country: Portugal,Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuits 9 & 10: Estoril & Interlagos,2,120,1998,236,10,3,3,5.88898,Roll / Spin and Move,236,120,boardgameexpansion/boargame,4941,120
"Expansion for Base-game,Racing,Sports",6.092,"thematic,strategygames,familygames",12,7.6,"Country: Belgium,Country: The Netherlands,Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuits 3 & 4: Zandvoort 2 & SPA-Francorchamps,2,120,1997,385,10,3,5,6.09207,Roll / Spin and Move,385,120,boardgameexpansion/boargame,4943,120
"Expansion for Base-game,Racing,Sports",5.776,,12,7.31,"Country: USA,Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuits 27 - 30: USA Track Pack #2,2,120,2000,178,10,3,7,5.7761,Roll / Spin and Move,178,120,boardgameexpansion/boargame,4945,120
"Expansion for Base-game,Racing,Sports",5.929,,12,7.35,"Cities: Portland (Oregon, USA),Country: USA,Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuits 23 - 26: USA Track Pack #1,2,120,1999,289,10,3,8,5.92919,Roll / Spin and Move,289,120,boardgameexpansion/boargame,4946,120
"Expansion for Base-game,Racing,Sports",5.746,,12,7.22,"Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuit 33: 10th Anniversary,2,120,2001,160,10,3,9,5.74551,Roll / Spin and Move,160,120,boardgameexpansion/boargame,4947,120
"Expansion for Base-game,Racing,Sports",5.855,,12,7.49,"Cities: Budapest,Country: Germany,Country: Hungary,Formula De/De mini/D,Sports: Auto Racing",Formula Dé Circuits 21 & 22: Budapest & Nürburgring,2,120,1999,208,10,3,11,5.85461,Roll / Spin and Move,208,120,boardgameexpansion/boargame,4955,120
"Comic Book / Strip,Expansion for Base-game,Fighting,Miniatures,Science Fiction,Video Game Theme",5.555,,10,6.29,,Frag PvP,2,45,2002,74,6,3,13,5.55518,Dice Rolling,74,45,boardgameexpansion/boargame,4965,45
"Educational,Expansion for Base-game,Math,Number",N/A,,0,6.28,,Equate Advanced Tile Set,2,120,0,14,4,3,14,0,Tile Placement,14,120,boardgameexpansion/boargame,4989,120
Science Fiction,N/A,,10,4.18,,JUMP: Genesis Savage Manakins vs. Micro Titans,1,60,2001,11,2,3,15,0,Tile Placement,11,60,boardgameexpansion/boargame,5061,60
Science Fiction,N/A,,10,4.4,,JUMP: Genesis Die-Cast Messiahs vs. Cannibal Korp,1,60,2001,10,2,3,16,0,Tile Placement,10,60,boardgameexpansion/boargame,5062,60
"Economic,Expansion for Base-game,Renaissance,Wargame",5.578,wargames,12,7.15,Age of Kings,Europa Universalis Extension No 1,1,360,1996,58,8,3,17,5.57847,Hex-and-Counter,58,360,boardgameexpansion/boargame,5069,360
"Abstract Strategy,Expansion for Base-game",5.689,abstracts,9,7.17,GIPF Project,GIPF Project Set 2,2,120,2001,122,2,3,19,5.68852,"Grid Movement,Pattern Building,Set Collection",122,120,boardgameexpansion/boargame,5117,120
"Expansion for Base-game,Wargame,World War II",6.029,wargames,12,7.37,Advanced Squad Leader,Partisan: ASL Module 4,2,120,1987,405,2,3,25,6.02869,Hex-and-Counter,405,120,boardgameexpansion/boargame,5290,120
"Expansion for Base-game,Miniatures,Wargame,World War II",5.941,wargames,12,7.98,Advanced Squad Leader,Streets of Fire: ASL Deluxe Module 1,2,120,1985,212,2,3,27,5.94057,Hex-and-Counter,212,120,boardgameexpansion/boargame,5292,120
"Collectible Components,Expansion for Base-game,Fantasy",5.542,,8,6.19,Stratego Series,Stratego Legends: Qa'ans Resurgence,0,45,2001,71,0,3,29,5.54221,Secret Unit Deployment,71,45,boardgameexpansion/boargame,5358,45
"Collectible Components,Expansion for Base-game,Fantasy",5.543,,8,6.14,Stratego Series,Stratego Legends: Celestial Vengeance,0,45,2001,77,0,3,31,5.54324,Secret Unit Deployment,77,45,boardgameexpansion/boargame,5360,45
"Expansion for Base-game,Wargame,World War I",5.528,wargames,12,6.21,World in Flames,Fatal Alliances,2,360,1992,52,5,3,33,5.52817,Hex-and-Counter,52,360,boardgameexpansion/boargame,5466,360
"Napoleonic,Wargame",5.717,wargames,12,7.86,La Bataille series,La Bataille de Mont Saint Jean,2,360,1993,107,2,3,34,5.71714,Hex-and-Counter,107,360,boardgameexpansion/boargame,5508,360
"Aviation / Flight,Expansion for Base-game,Wargame,World War I",N/A,wargames,0,6.26,,Riesenflugzeugabteilungen,1,60,1996,18,2,3,36,0,Simulation,18,60,boardgameexpansion/boargame,5569,60
"Aviation / Flight,Expansion for Base-game,Wargame,World War I",N/A,wargames,12,7.02,,ZRCV: Flying Flat-Top,2,60,2001,19,2,3,37,0,,19,60,boardgameexpansion/boargame,5570,60
"Fighting,Medieval,Wargame",5.794,wargames,12,6.94,Cry Havoc System,Siege,2,180,1983,274,2,3,38,5.79445,Hex-and-Counter,274,180,boardgameexpansion/boargame,5571,180
"Expansion for Base-game,Exploration,Renaissance,Wargame",5.547,wargames,12,6.7,,Viceroys: Expansion Set 1 – Columbus,1,360,1992,41,8,3,39,5.5471,"Auction/Bidding,Variable Player Powers",41,360,boardgameexpansion/boargame,5579,360
"Aviation / Flight,Card Game,Expansion for Base-game,Wargame,World War II",5.883,wargames,12,7.3,Down in Flames,Eighth Air Force,2,20,1995,269,8,3,40,5.88338,Campaign / Battle Card Driven,269,20,boardgameexpansion/boargame,5630,20
"Expansion for Base-game,Music,Party Game,Trivia",5.508,,12,5.61,Trivial Pursuit,Trivial Pursuit: RPM Edition,2,90,1985,77,6,3,42,5.50822,Roll / Spin and Move,77,90,boardgameexpansion/boargame,5660,90
"Card Game,Expansion for Base-game,Political",5.712,,12,6.8,Illuminati,Illuminati Expansion Set 1,3,45,1983,196,6,3,43,5.71184,,196,45,boardgameexpansion/boargame,5730,45
"Card Game,Expansion for Base-game,Political",5.707,,12,6.91,Illuminati,Illuminati Expansion Set 2,3,45,1983,172,6,3,44,5.70724,,172,45,boardgameexpansion/boargame,5731,45
"Card Game,Expansion for Base-game,Political",5.569,,12,6.15,Illuminati,Illuminati Expansion Set 3,3,60,1985,123,8,3,45,5.56896,,123,60,boardgameexpansion/boargame,5732,60
"Expansion for Base-game,Political,Renaissance",5.701,,12,7.3,El Grande,El Grande: König & Intrigant – Player's Edition,2,120,1998,122,5,3,46,5.70095,"Area Control / Area Influence,Auction/Bidding,Hand Management,Simultaneous Action Selection",122,120,boardgameexpansion/boargame,5754,120
"Expansion for Base-game,Wargame,World War II",5.57,wargames,0,6.7,,Mustangs Expansion Module,2,60,1994,66,6,3,48,5.5704,Simultaneous Action Selection,66,60,boardgameexpansion/boargame,5774,60
"Card Game,Expansion for Base-game,Party Game",5.64,partygames,12,6.42,Apples to Apples,Apples to Apples: Expansion Set #4,3,30,2002,189,8,3,50,5.64007,,189,30,boardgameexpansion/boargame,5802,30
"Card Game,Expansion for Base-game,Party Game",5.849,partygames,12,6.43,Apples to Apples,Apples to Apples: Expansion Set #1,4,30,1999,647,10,3,51,5.84853,"Hand Management,Simultaneous Action Selection,Voting",647,30,boardgameexpansion/boargame,5808,30
"Card Game,Expansion for Base-game,Party Game",5.828,partygames,12,6.61,Apples to Apples,Apples to Apples: Expansion Set #2,4,30,2000,450,10,3,54,5.82821,,450,30,boardgameexpansion/boargame,5865,30
"Dice,Expansion for Base-game,Horror",5.544,,14,6.32,When Darkness Comes,When Darkness Comes: The Darkness Before the Dawn,1,60,2003,66,6,3,56,5.54403,"Dice Rolling,Role Playing,Tile Placement",66,60,boardgameexpansion/boargame,5874,60
"Expansion for Base-game,Movies / TV / Radio theme,Party Game,Trivia",5.458,,12,5.28,Trivial Pursuit,Trivial Pursuit: Silver Screen Edition,2,60,1983,188,6,3,58,5.45826,Roll / Spin and Move,188,60,boardgameexpansion/boargame,5917,60
"Expansion for Base-game,Movies / TV / Radio theme,Science Fiction,Wargame",N/A,wargames,12,7,,Aura Battler Dunbine: Wing Caliver,2,120,1983,3,2,3,60,0,"Hex-and-Counter,Simultaneous Action Selection",3,120,boardgameexpansion/boargame,6065,120
"Expansion for Base-game,Movies / TV / Radio theme,Science Fiction,Wargame",N/A,wargames,12,6,Anime & Manga,Mobile Suit Z Gundam: Gate of Zedan,2,90,1986,1,2,3,61,0,Hex-and-Counter,1,90,boardgameexpansion/boargame,6071,90
"Movies / TV / Radio theme,Science Fiction,Wargame",N/A,wargames,12,N/A,Anime & Manga,L-Gaim Mark II,2,90,1985,0,2,3,63,0,"Hex-and-Counter,Simultaneous Action Selection",N/A,90,boardgameexpansion/boargame,6097,90
"Expansion for Base-game,Movies / TV / Radio theme,Science Fiction,Wargame",N/A,wargames,10,6,Anime & Manga,Heavy Metal L-Gaim Expansion kit,2,90,1985,1,2,3,64,0,"Hex-and-Counter,Simultaneous Action Selection",1,90,boardgameexpansion/boargame,6100,90
"Adventure,Civilization,Expansion for Base-game,Fantasy,Fighting",6.131,thematic,12,7.46,Duel of Ages,Duel of Ages Set 2: Intensity,2,120,2003,489,16,3,66,6.13142,"Area Movement,Dice Rolling,Modular Board,Partnerships,Simulation",489,120,boardgameexpansion/boargame,6139,120
"Adventure,Civilization,Expansion for Base-game,Fantasy,Fighting,Wargame",5.943,thematic,12,7.47,Duel of Ages,Duel of Ages Set 3: Vast Horizons,2,120,2003,287,16,3,68,5.94263,"Area Movement,Dice Rolling,Partnerships,Simulation",287,120,boardgameexpansion/boargame,6141,120
"Adventure,Civilization,Expansion for Base-game,Fantasy,Fighting,Wargame",5.827,thematic,12,7.4,Duel of Ages,Duel of Ages Set 5: Mercenary Camp,2,120,2003,207,16,3,70,5.8268,"Area Movement,Dice Rolling,Partnerships,Simulation",207,120,boardgameexpansion/boargame,6143,120
"Adventure,Civilization,Expansion for Base-game,Fantasy,Fighting,Wargame",5.804,thematic,12,7.38,Duel of Ages,Duel of Ages Set 7: Ruins of Cany XII,2,120,2003,191,16,3,71,5.8044,"Area Movement,Dice Rolling,Partnerships,Simulation",191,120,boardgameexpansion/boargame,6144,120
"Civilization,Expansion for Base-game,Negotiation,Political,Science Fiction,Space Exploration,Wargame",5.582,wargames,12,6.8,Twilight Imperium,Twilight Imperium: The Outer Rim,2,240,1998,66,6,3,73,5.58213,"Dice Rolling,Hex-and-Counter,Modular Board,Tile Placement,Trading,Variable Phase Order,Variable Player Powers",66,240,boardgameexpansion/boargame,6188,240
"Card Game,Expansion for Base-game,Humor,Negotiation",5.924,"thematic,familygames",12,6.41,"Animals: Rabbits,Killer Bunnies",Killer Bunnies and the Quest for the Magic Carrot RED Booster,2,90,2003,1104,8,3,75,5.9244,"Action / Movement Programming,Dice Rolling,Hand Management,Set Collection,Take That,Trading",1104,90,boardgameexpansion/boargame,6248,90
"Card Game,Expansion for Base-game,Farming,Napoleonic,Negotiation,Territory Building",5.621,"strategygames,familygames",12,5.83,"Bohnanza,Lookout Bean Games",Bohnaparte,3,90,2003,596,6,3,76,5.62142,"Hand Management,Set Collection,Trading",596,90,boardgameexpansion/boargame,6264,90
"Card Game,Expansion for Base-game,Fantasy",N/A,,0,6,,Lemlican Series 3: Arms Collection,2,90,1990,1,6,3,78,0,Role Playing,1,90,boardgameexpansion/boargame,6305,90
"Card Game,Fantasy,Medical",N/A,,0,5.62,Dynamite Nurse,Dynamite Nurse 2: Bloody Temple,2,30,1990,4,6,3,81,0,,4,30,boardgameexpansion/boargame,6313,30
"Economic,Expansion for Base-game,Trains",6.392,strategygames,12,8.06,"Age of Steam,Country: England,Country: Ireland",Age of Steam Expansion #1: England & Ireland,3,180,2003,511,6,3,84,6.39207,Pick-up and Deliver,511,180,boardgameexpansion/boargame,6356,180
"Card Game,Economic,Expansion for Base-game,Political,Science Fiction",N/A,,10,5,,Super Nova: Event Horizon,2,90,2000,1,6,3,86,0,"Hand Management,Point to Point Movement,Trading",1,90,boardgameexpansion/boargame,6429,90
"Science Fiction,Wargame",N/A,wargames,12,6.98,,S.F.3.D II Operation Faserei,2,360,1986,17,2,3,88,0,"Dice Rolling,Hex-and-Counter,Modular Board",17,360,boardgameexpansion/boargame,6462,360
"Adventure,Expansion for Base-game,Fighting,Science Fiction",N/A,,12,6.75,Cyberpunk,Dark Horizon: Notice of Termination,2,90,1997,4,2,3,90,0,"Action Point Allowance System,Dice Rolling",4,90,boardgameexpansion/boargame,6497,90
"Economic,Educational,Expansion for Base-game,Math,Number",5.517,,0,5.9,,Cashflow 202,2,180,1999,57,6,3,92,5.51739,"Betting/Wagering,Commodity Speculation,Paper-and-Pencil,Roll / Spin and Move,Set Collection,Simulation,Stock Holding",57,180,boardgameexpansion/boargame,6561,180
"Adventure,Collectible Components,Expansion for Base-game,Exploration,Fantasy,Fighting,Miniatures",N/A,,12,5,,Aventuras Heróicas: A Revelação da Princesa / O Encontro com Kaleb,3,90,1991,1,6,3,94,0,"Co-operative Play,Role Playing,Variable Player Powers",1,90,boardgameexpansion/boargame,6593,90
"Card Game,Expansion for Base-game,Fantasy,Fighting,Humor",6.197,"thematic,partygames",10,6.48,Munchkin,Munchkin 3: Clerical Errors,3,90,2003,3978,6,3,95,6.1975,"Card Drafting,Dice Rolling,Hand Management,Take That,Variable Player Powers",3978,90,boardgameexpansion/boargame,6606,90
"Dice,Expansion for Base-game,Miniatures,Spies/Secret Agents",5.528,,14,6.13,When Darkness Comes,When Darkness Comes: The Most Dangerous Game,1,90,2003,54,6,3,96,5.52775,"Co-operative Play,Dice Rolling,Role Playing,Tile Placement",54,90,boardgameexpansion/boargame,6648,90
"Animals,Card Game,Expansion for Base-game,Humor,Negotiation",5.872,"thematic,familygames",12,6.4,"Animals: Rabbits,Killer Bunnies",Killer Bunnies and the Quest for the Magic Carrot VIOLET Booster,2,90,2003,879,8,3,98,5.87169,"Dice Rolling,Hand Management,Take That,Trading",879,90,boardgameexpansion/boargame,6673,90
"Expansion for Base-game,Fighting,Science Fiction",N/A,,12,5.94,BattleTech,BattleTech Combat Book Expansion: Basic Terrain Cards,2,10,1988,5,2,3,100,0,"Simultaneous Action Selection,Variable Player Powers",5,10,boardgameexpansion/boargame,6741,10
"Expansion for Base-game,Fighting,Science Fiction",N/A,,10,6.1,BattleTech,BattleTech Combat Book Expansion: Urban Terrain Cards,2,10,1991,7,2,4,1,0,"Simultaneous Action Selection,Variable Player Powers",7,10,boardgameexpansion/boargame,6743,10
"Expansion for Base-game,Miniatures,Negotiation,Political,Wargame,World War II",5.941,wargames,10,6.54,,Attack! Expansion,2,180,2003,872,6,4,2,5.941,"Action Point Allowance System,Area Movement,Auction/Bidding,Dice Rolling,Player Elimination,Point to Point Movement,Set Collection,Trading",872,180,boardgameexpansion/boargame,6751,180
"Aviation / Flight,Expansion for Base-game,Korean War,Modern Warfare,Vietnam War,Wargame,World War II",N/A,wargames,0,4,,MiG Killers Expansion Kit,1,120,1977,5,8,4,4,0,Hex-and-Counter,5,120,boardgameexpansion/boargame,7055,120
"Expansion for Base-game,Nautical,Wargame,World War II",5.583,wargames,12,6.99,Magazine: The General,Pacific Theatre Via Midway,2,120,1984,58,2,4,8,5.58284,"Dice Rolling,Secret Unit Deployment",58,120,boardgameexpansion/boargame,7202,120
"Expansion for Base-game,Fantasy,Wargame",5.734,wargames,12,7.15,"Block wargames,Wizard Kings",Wizard Kings: Expansion Maps,2,120,2000,165,7,4,10,5.73355,"Hex-and-Counter,Secret Unit Deployment,Variable Player Powers",165,120,boardgameexpansion/boargame,7223,120
"Expansion for Base-game,Wargame,World War II",N/A,wargames,12,7.67,Advanced Tobruk System,Tobruk Expansion Pack 2: Benghazi Handicap,2,180,2003,20,2,4,12,0,"Hex-and-Counter,Simulation,Simultaneous Action Selection",20,180,boardgameexpansion/boargame,7274,180
"Expansion for Base-game,Party Game,Trivia",N/A,,12,5.8,Trivial Pursuit,Trivial Pursuit Mini Pack: War & Victory,2,90,1987,10,6,4,14,0,Roll / Spin and Move,10,90,boardgameexpansion/boargame,7299,90
"Expansion for Base-game,Fantasy,Fighting,Miniatures,Wargame",5.548,wargames,8,6.28,Warhammer Fantasy Board Games,Battle Masters: Imperial Lords,2,90,1992,78,2,4,16,5.54775,,78,90,boardgameexpansion/boargame,7371,90
"Card Game,Expansion for Base-game,Humor,Music",5.565,,13,6.42,,Battle of the Bands: Backstage Pass,2,30,2002,99,6,4,18,5.56486,"Hand Management,Take That",99,30,boardgameexpansion/boargame,7416,30
"Expansion for Base-game,Science Fiction",5.797,thematic,10,7.58,Aliens,Aliens Expansion,1,90,1990,180,9,4,20,5.79731,"Action Point Allowance System,Co-operative Play,Dice Rolling,Grid Movement,Time Track",180,90,boardgameexpansion/boargame,7469,90
"Ancient,Expansion for Base-game,Wargame",5.64,wargames,12,7.25,"Ancient Rome,Great Battles of History",Africanus: SPQR Module,2,240,1994,88,2,4,21,5.63975,Hex-and-Counter,88,240,boardgameexpansion/boargame,7494,240
"Ancient,Expansion for Base-game,Wargame",5.661,wargames,12,7.56,"Animals: Elephants,Country: Greece,Great Battles of History",War Elephant: SPQR Module,2,240,1992,90,2,4,23,5.66057,Hex-and-Counter,90,240,boardgameexpansion/boargame,7496,240
"Ancient,Expansion for Base-game,Wargame",5.659,wargames,0,7.65,"Ancient Rome,Great Battles of History",Pyrrhic Victory: SPQR Module,2,240,1993,78,2,4,25,5.65911,Hex-and-Counter,78,240,boardgameexpansion/boargame,7498,240
"Ancient,Expansion for Base-game,Wargame",5.57,wargames,12,7.09,"Ancient Rome,Great Battles of History",Veni Vidi Vici: GBoH Caesar Module,2,360,1999,44,2,4,26,5.57023,Hex-and-Counter,44,360,boardgameexpansion/boargame,7499,360
"Ancient,Expansion for Base-game,Wargame",5.666,wargames,12,7.86,"Country: Greece,GBOH: Great Battles of Alexander,Great Battles of History",Diadochoi: Great Battles of Alexander Module,2,240,1995,76,2,4,28,5.66612,Hex-and-Counter,76,240,boardgameexpansion/boargame,7504,240
"Expansion for Base-game,Science Fiction,Wargame",5.675,wargames,12,7.14,"Ogre/GEV Family,Video Tape Box Games",Shockwave,2,60,1984,129,2,4,30,5.67483,Hex-and-Counter,129,60,boardgameexpansion/boargame,7513,60
"Expansion for Base-game,Science Fiction,Wargame",5.763,thematic,10,6.91,"Warhammer 40,000 Board Games",Space Crusade: Eldar Attack,2,120,1991,245,5,4,32,5.76312,"Co-operative Play,Modular Board",245,120,boardgameexpansion/boargame,7529,120
